,unite_de_temps,type_de_transaction,montant,Solde_avant_transaction,Solde_après_transaction,Solde_initial_destinataire,nouveau_solde_destinataire,transaction_frauduleuse
4112943,302,PAYMENT,18485.48,344887.0,326401.52,0.0,0.0,0
3834500,282,CASH_OUT,115010.05,517.0,0.0,8369656.42,8484666.46,0
2535255,205,CASH_OUT,139174.04,0.0,0.0,170366.47,309540.51,0
1555011,154,CASH_IN,370293.76,10156.0,380449.76,360104.18,0.0,0
30553,8,CASH_OUT,570611.09,0.0,0.0,637503.52,1208114.6,0
1319580,136,PAYMENT,34900.24,0.0,0.0,0.0,0.0,0
2968601,231,CASH_OUT,133734.84,20657.0,0.0,4210121.03,4343855.87,0
2702236,211,CASH_OUT,118439.89,0.0,0.0,516917.31,671071.26,0
3404746,255,PAYMENT,9000.42,0.0,0.0,0.0,0.0,0
1910353,166,CASH_OUT,218202.7,0.0,0.0,549588.64,767791.34,0
3058832,234,CASH_IN,217970.48,20101.0,238071.48,5168573.17,4950602.7,0
3386594,255,CASH_OUT,27951.37,0.0,0.0,203112.88,231064.24,0
4637856,330,TRANSFER,409648.14,5208.65,0.0,2354998.04,2764646.18,0
2108309,183,CASH_IN,325465.07,4019810.49,4345275.56,2700704.37,2375239.3,0
2906015,228,CASH_OUT,550756.55,105665.0,0.0,150634.08,701390.63,0
3038705,234,CASH_IN,151063.32,907122.99,1058186.3,402438.36,251375.04,0
4971371,352,CASH_OUT,282389.19,74253.28,0.0,1975925.84,2258315.04,0
1394923,139,CASH_IN,483564.79,1901045.34,2384610.13,1137068.21,653503.42,0
1133807,131,CASH_IN,90714.28,86260.0,176974.28,0.0,0.0,0
501717,20,CASH_OUT,29814.96,5819.08,0.0,41628.19,0.0,0
952587,44,CASH_IN,331043.67,3219217.56,3550261.23,4085849.1,3891757.06,0
2550772,206,CASH_OUT,99764.4,0.0,0.0,129723.23,229487.62,0
6247211,596,CASH_IN,46786.11,51794.0,98580.11,0.0,0.0,0
3282676,251,CASH_IN,175525.87,1732800.14,1908326.01,949692.02,774166.16,0
351868,17,CASH_IN,281156.32,2593548.65,2874704.97,690514.85,409358.53,0
644588,35,CASH_IN,8665.09,9605378.02,9614043.11,4915928.51,4907263.43,0
5602925,394,CASH_IN,182611.53,23020353.11,23202964.65,1037304.43,854692.9,0
4938898,350,TRANSFER,727698.13,0.0,0.0,0.0,727698.13,0
1537188,154,CASH_OUT,501217.82,498.0,0.0,0.0,558776.0,0
81454,10,CASH_IN,594056.98,1605366.85,2199423.83,896233.75,302176.76,0
6139155,544,TRANSFER,1102055.9,69098.0,0.0,78247.95,1180303.85,0
3083838,235,TRANSFER,107505.22,0.0,0.0,318805.27,426310.49,0
1979710,179,PAYMENT,11178.08,6961.0,0.0,0.0,0.0,0
3045047,234,TRANSFER,565354.03,20968.0,0.0,258457.69,823811.71,0
3368714,254,CASH_IN,385965.74,37066.0,423031.74,433383.84,47418.1,0
15170,8,PAYMENT,3461.47,10902.0,7440.53,0.0,0.0,0
844290,41,PAYMENT,7837.43,284442.0,276604.57,0.0,0.0,0
1350697,137,CASH_IN,267324.8,5441603.33,5708928.13,760649.76,493324.96,0
4362533,310,TRANSFER,3097689.61,34344.0,0.0,4027737.46,7125427.07,0
2308121,188,CASH_IN,101615.39,173.0,101788.39,0.0,0.0,0
1244302,134,CASH_IN,69137.06,13392232.52,13461369.57,344700.66,275563.6,0
1934674,177,PAYMENT,6280.78,0.0,0.0,0.0,0.0,0
5527109,381,TRANSFER,1553454.34,0.0,0.0,4399012.32,5952466.66,0
1002990,46,CASH_OUT,120335.65,0.0,0.0,811842.62,932178.27,0
2707268,211,CASH_IN,51286.18,1846.0,53132.18,406048.8,354762.63,0
1580580,155,CASH_OUT,425661.51,0.0,0.0,1653244.68,2078906.19,0
2871928,227,CASH_OUT,268548.74,0.0,0.0,15054620.26,15323169.0,0
5941717,404,PAYMENT,52857.21,0.0,0.0,0.0,0.0,0
4966291,351,CASH_IN,17250.18,22087.0,39337.18,46695.0,29444.82,0
2976956,231,PAYMENT,12699.3,257529.0,244829.7,0.0,0.0,0
532514,20,TRANSFER,614144.05,0.0,0.0,2702106.71,3316250.76,0
4996827,352,CASH_OUT,207156.75,166468.0,0.0,0.0,207156.75,0
6351598,705,CASH_IN,136273.69,841.0,137114.69,0.0,0.0,0
2946339,230,PAYMENT,16489.64,0.0,0.0,0.0,0.0,0
5779403,400,PAYMENT,62180.49,0.0,0.0,0.0,0.0,0
2819970,226,PAYMENT,21826.87,0.0,0.0,0.0,0.0,0
3444623,257,CASH_OUT,259047.61,47053.0,0.0,0.0,259047.61,0
3088142,235,PAYMENT,14438.37,0.0,0.0,0.0,0.0,0
3362,2,PAYMENT,7360.48,289120.0,281759.52,0.0,0.0,0
3534116,259,CASH_OUT,112463.67,0.0,0.0,4508491.77,4620955.45,0
2198232,185,PAYMENT,7369.41,20953.0,13583.59,0.0,0.0,0
1099136,130,PAYMENT,9064.36,319057.0,309992.64,0.0,0.0,0
4121701,302,TRANSFER,481537.02,0.0,0.0,764720.05,1246257.07,0
1332605,137,CASH_OUT,92491.75,0.0,0.0,3406137.89,3498629.64,0
4120116,302,CASH_IN,46936.48,81010.0,127946.48,1049923.11,1002986.63,0
1314469,136,CASH_IN,122811.82,175.0,122986.82,2466589.57,2343777.74,0
1967080,178,CASH_OUT,331383.89,0.0,0.0,3972370.21,4303754.1,0
2346197,189,PAYMENT,3370.63,0.0,0.0,0.0,0.0,0
1429264,139,CASH_OUT,173747.76,0.0,0.0,198477.98,372225.74,0
5834618,402,PAYMENT,29109.0,66082.0,36973.0,0.0,0.0,0
3471432,258,CASH_IN,243112.79,5102.0,248214.79,397783.53,154670.74,0
2427917,202,CASH_IN,161921.85,10443.0,172364.85,25792.28,0.0,0
860996,42,CASH_OUT,272768.51,38371.0,0.0,415301.17,688069.68,0
1892846,165,PAYMENT,1075.33,103735.0,102659.67,0.0,0.0,0
3576593,261,CASH_IN,59540.21,23996.0,83536.21,141587.24,82047.02,0
4227588,306,TRANSFER,340945.58,0.0,0.0,4186814.6,4527760.18,0
3071990,235,CASH_OUT,153898.52,66372.0,0.0,4693642.01,4847540.52,0
1176637,132,TRANSFER,190043.92,123437.53,0.0,649573.54,839617.46,0
2654841,209,CASH_IN,159493.99,103064.0,262557.99,1852204.63,1692710.64,0
2220479,186,PAYMENT,8406.63,20923.0,12516.37,0.0,0.0,0
6278601,642,CASH_OUT,289553.83,25044.0,0.0,5685146.63,5974700.46,0
6329052,690,CASH_IN,47042.23,51040.0,98082.23,0.0,0.0,0
599258,33,PAYMENT,2245.01,265910.0,263664.99,0.0,0.0,0
3365756,254,CASH_IN,32360.9,6371.0,38731.9,109413.29,77052.39,0
3997783,298,CASH_OUT,271815.04,0.0,0.0,1159097.74,1430912.78,0
4693502,331,CASH_OUT,124195.68,180631.0,56435.32,0.0,124195.68,0
2287163,187,CASH_OUT,63641.02,60657.0,0.0,307662.56,371303.58,0
2428495,202,PAYMENT,7234.02,232957.25,225723.23,0.0,0.0,0
4309088,307,CASH_IN,184602.13,47126.0,231728.13,0.0,0.0,0
212862,13,TRANSFER,337862.78,0.0,0.0,587907.44,925770.22,0
6169077,563,CASH_OUT,282307.3,0.0,0.0,1536792.99,1819100.28,0
1676630,159,PAYMENT,38584.16,11697.0,0.0,0.0,0.0,0
1622404,157,CASH_IN,188813.0,22315.0,211128.0,0.0,0.0,0
386426,17,CASH_IN,311315.86,1073.0,312388.86,218778.29,0.0,0
2606401,208,TRANSFER,106774.4,0.0,0.0,376956.61,636361.43,0
3760853,279,CASH_IN,84158.57,0.0,84158.57,6634468.51,6550309.95,0
6283545,656,PAYMENT,3347.76,190.0,0.0,0.0,0.0,0
2632263,209,CASH_IN,46038.46,4014909.9,4060948.36,81806.93,35768.47,0
6277009,640,PAYMENT,3216.55,5142.0,1925.45,0.0,0.0,0
899689,42,CASH_IN,190222.17,4049.0,194271.17,0.0,0.0,0
5277228,372,CASH_IN,389062.12,10184926.07,10573988.19,2303635.25,1914573.14,0
5792964,401,CASH_OUT,206848.58,8777.0,0.0,167137.12,373985.7,0
4282403,307,PAYMENT,4940.53,488.0,0.0,0.0,0.0,0
3640867,275,PAYMENT,7734.5,125.0,0.0,0.0,0.0,0
4742709,332,CASH_IN,95592.57,221371.0,316963.57,1311028.88,1215436.31,0
6224708,590,PAYMENT,4775.3,139599.06,134823.76,0.0,0.0,0
43300,9,CASH_OUT,652327.66,0.0,0.0,1480584.89,2132912.55,0
3300290,252,CASH_IN,6774.33,3302274.75,3309049.09,3198607.75,3191833.41,0
2971184,231,CASH_OUT,57197.46,0.0,0.0,90635.9,147833.36,0
1566031,155,CASH_OUT,142129.65,0.0,0.0,196086.13,338215.77,0
3638903,275,PAYMENT,6929.86,0.0,0.0,0.0,0.0,0
3278245,251,CASH_IN,223903.67,3380996.63,3604900.3,12903657.16,12679753.49,0
1742466,161,CASH_IN,85609.54,943475.7,1029085.24,766437.24,680827.7,0
3767193,280,PAYMENT,8432.76,61758.0,53325.24,0.0,0.0,0
2982617,231,PAYMENT,21367.51,48277.71,26910.2,0.0,0.0,0
3688133,276,TRANSFER,351512.86,100274.0,0.0,932040.94,1283553.8,0
5529461,381,CASH_OUT,108053.68,125980.0,17926.32,2030.45,110084.13,0
4090301,301,DEBIT,8812.11,458725.0,449912.89,150187.94,159000.05,0
961572,44,PAYMENT,7728.79,208253.92,200525.13,0.0,0.0,0
2421737,202,PAYMENT,1803.09,0.0,0.0,0.0,0.0,0
2739500,212,PAYMENT,3676.16,206717.36,203041.2,0.0,0.0,0
1258344,134,PAYMENT,7877.55,129410.36,121532.81,0.0,0.0,0
4088047,301,CASH_OUT,60978.96,2049.0,0.0,2905977.97,2966956.93,0
1805035,163,CASH_OUT,78275.49,0.0,0.0,8893299.14,8971574.63,0
1260346,134,CASH_OUT,442236.91,7063.0,0.0,0.0,442236.91,0
542382,21,PAYMENT,10517.19,215.0,0.0,0.0,0.0,0
1383093,138,CASH_OUT,61242.28,8375.13,0.0,547352.2,608594.48,0
1423712,139,CASH_OUT,79756.16,99892.0,20135.84,0.0,79756.16,0
506979,20,PAYMENT,602.79,104077.03,103474.23,0.0,0.0,0
2585082,207,CASH_OUT,155614.38,0.0,0.0,310200.81,465815.19,0
310961,16,PAYMENT,20213.99,161650.0,141436.01,0.0,0.0,0
2836834,226,PAYMENT,28041.89,12250.0,0.0,0.0,0.0,0
5999266,426,CASH_IN,234134.09,11003.0,245137.09,274055.59,39921.5,0
1140625,131,CASH_OUT,572034.25,0.0,0.0,15773187.51,16345221.76,0
786118,39,CASH_IN,233619.69,1839673.43,2073293.12,518793.82,285174.13,0
2862188,227,PAYMENT,50947.05,0.0,0.0,0.0,0.0,0
6244707,596,CASH_OUT,94359.09,31339.0,0.0,0.0,94359.09,0
3592215,262,TRANSFER,106600.87,0.0,0.0,212494.47,319095.33,0
982218,44,TRANSFER,324255.78,0.0,0.0,906071.1,1230326.88,0
5988516,416,PAYMENT,8254.04,6914.0,0.0,0.0,0.0,0
2477376,204,CASH_OUT,237737.09,0.0,0.0,959299.77,1197036.86,0
573021,24,CASH_OUT,66287.83,0.0,0.0,9272647.09,9338934.92,0
903348,43,PAYMENT,1683.99,48344.0,46660.01,0.0,0.0,0
4294383,307,PAYMENT,15745.07,0.0,0.0,0.0,0.0,0
4327609,308,CASH_IN,92939.24,9672181.11,9765120.35,857939.28,765000.05,0
2660828,210,PAYMENT,10314.68,1269.0,0.0,0.0,0.0,0
567421,23,PAYMENT,4383.62,1565.0,0.0,0.0,0.0,0
5234291,371,CASH_IN,159801.53,45030.0,204831.53,317636.03,157834.5,0
3819213,281,PAYMENT,11404.86,35723.0,24318.14,0.0,0.0,0
233557,14,CASH_OUT,85022.45,0.0,0.0,6082757.7,6397753.89,0
4395668,321,CASH_IN,283342.37,1823383.77,2106726.14,2598849.15,2315506.78,0
3569382,260,CASH_OUT,146357.78,10743.0,0.0,257826.55,404184.33,0
5119808,356,PAYMENT,4854.15,0.0,0.0,0.0,0.0,0
889622,42,PAYMENT,24468.51,0.0,0.0,0.0,0.0,0
1090333,129,PAYMENT,14785.98,2630.0,0.0,0.0,0.0,0
158267,12,CASH_IN,416285.55,273525.72,689811.27,12982583.48,12704012.27,0
4615512,329,CASH_OUT,134924.17,21144.0,0.0,11639768.76,11774692.93,0
2559133,206,PAYMENT,12969.33,22809.58,9840.25,0.0,0.0,0
65159,9,CASH_OUT,254959.71,0.0,0.0,28242.0,317916.41,0
2084394,182,CASH_OUT,70390.43,293.0,0.0,41324.5,111714.93,0
2137591,184,PAYMENT,15993.76,199437.0,183443.24,0.0,0.0,0
4821540,346,CASH_IN,41302.9,8142886.88,8184189.77,1202606.68,1161303.78,0
5320991,374,CASH_OUT,79032.85,0.0,0.0,926921.78,1005954.63,0
1379922,138,PAYMENT,17932.54,20784.0,2851.46,0.0,0.0,0
579688,33,CASH_IN,192389.98,3511820.74,3704210.71,1096126.35,587886.64,0
2653806,209,PAYMENT,8697.78,118898.0,110200.22,0.0,0.0,0
4990470,352,CASH_OUT,1194.74,0.0,0.0,132949.36,134144.1,0
4744286,332,CASH_OUT,309977.27,0.0,0.0,1193193.43,1503170.7,0
2098776,182,CASH_IN,260707.96,2060903.58,2321611.54,2209646.58,1948938.62,0
488346,19,PAYMENT,7227.48,20942.0,13714.52,0.0,0.0,0
6188158,570,TRANSFER,693501.36,0.0,0.0,13380620.78,14074122.13,0
5462030,379,CASH_OUT,42117.98,0.0,0.0,13739504.03,13781622.01,0
5011305,353,PAYMENT,2347.16,363779.63,361432.47,0.0,0.0,0
1865314,164,PAYMENT,24489.59,0.0,0.0,0.0,0.0,0
301569,15,CASH_OUT,13401.4,1498.0,0.0,762739.58,776140.97,0
1763269,161,CASH_IN,240284.07,0.0,240284.07,1307758.15,1067474.08,0
257042,14,CASH_OUT,87508.49,0.0,0.0,99062.0,27521.2,0
4748796,333,PAYMENT,5213.46,0.0,0.0,0.0,0.0,0
6312550,686,CASH_IN,73014.94,91852.0,164866.94,605513.14,532498.2,0
1110154,130,CASH_IN,355568.75,5509.0,361077.75,0.0,0.0,0
3906242,284,CASH_OUT,246901.92,0.0,0.0,478912.61,725814.52,0
4317001,308,PAYMENT,6876.24,0.0,0.0,0.0,0.0,0
5140317,356,PAYMENT,4902.09,0.0,0.0,0.0,0.0,0
1709025,160,CASH_OUT,171834.68,695.0,0.0,86337.0,258171.68,0
5804199,401,CASH_OUT,254284.05,21352.0,0.0,181965.9,436249.95,0
2757463,212,PAYMENT,16115.91,0.0,0.0,0.0,0.0,0
5503031,380,CASH_OUT,207709.78,0.0,0.0,8315308.94,8523018.72,0
441341,19,CASH_IN,7856.27,100025.0,107881.27,635480.11,575886.7,0
3931482,285,PAYMENT,7611.97,224911.0,217299.03,0.0,0.0,0
2298758,188,PAYMENT,2791.03,164940.0,162148.97,0.0,0.0,0
1147013,131,CASH_OUT,22084.01,33364.0,11279.99,0.0,22084.01,0
2628904,209,CASH_IN,76316.08,3501771.48,3578087.55,1832419.29,1756103.22,0
5133863,356,CASH_IN,53479.75,147820.0,201299.75,24076.77,0.0,0
2138580,184,PAYMENT,22002.29,0.0,0.0,0.0,0.0,0
3258913,251,PAYMENT,25315.95,15516.91,0.0,0.0,0.0,0
2827891,226,CASH_IN,155661.14,708338.53,863999.67,994461.98,838800.84,0
131952,11,CASH_OUT,630784.32,0.0,0.0,1457869.22,2146346.94,0
762428,38,CASH_OUT,250274.69,0.0,0.0,3138504.92,3388779.61,0
5480884,379,CASH_OUT,254365.2,43509.49,0.0,318953.49,573318.7,0
5325639,374,CASH_IN,165509.3,3696834.31,3862343.61,1376786.07,1211276.77,0
1685288,159,CASH_OUT,109831.3,200846.0,91014.7,1013984.52,1123815.82,0
6283952,659,PAYMENT,23162.1,0.0,0.0,0.0,0.0,0
3530896,259,PAYMENT,378.5,272862.03,272483.53,0.0,0.0,0
829072,41,CASH_OUT,121532.24,20740.0,0.0,3568950.57,3912010.13,0
2516033,205,CASH_OUT,219217.65,6116.0,0.0,6738.98,225956.63,0
758250,38,CASH_OUT,134173.28,155052.24,20878.96,52857.91,187031.19,0
3430219,256,CASH_IN,489810.92,16013.0,505823.92,448583.56,0.0,0
1652845,158,TRANSFER,678941.13,0.0,0.0,2502496.12,3181437.25,0
1132513,131,CASH_IN,151261.42,7067566.46,7218827.88,369442.21,218180.79,0
2085740,182,TRANSFER,2046230.53,31117.0,0.0,1487338.3,3533568.83,0
142734,11,CASH_IN,116245.19,3303783.24,3420028.43,3233860.46,3117615.27,0
1095408,130,PAYMENT,20821.36,0.0,0.0,0.0,0.0,0
5011489,353,PAYMENT,30114.34,68828.0,38713.66,0.0,0.0,0
5519353,380,CASH_OUT,5329.67,25286.0,19956.33,1557446.26,1562775.93,0
155455,12,TRANSFER,791519.16,49164.0,0.0,2255272.42,3046791.57,0
871227,42,CASH_OUT,194690.36,65495.46,0.0,114881.32,309571.68,0
5409031,378,CASH_OUT,56029.62,0.0,0.0,116638.51,172668.13,0
5689852,397,CASH_OUT,97390.93,0.0,0.0,9206005.21,9303396.14,0
3868191,283,PAYMENT,8075.72,41428.0,33352.28,0.0,0.0,0
1118292,130,CASH_OUT,272645.57,103044.0,0.0,174978.28,447623.86,0
3227646,250,CASH_IN,292509.99,5194434.94,5486944.93,4752261.23,4459751.24,0
5339293,374,CASH_IN,67333.24,5214987.21,5282320.45,241980.02,174646.78,0
1519554,153,PAYMENT,29221.53,4690.38,0.0,0.0,0.0,0
2894462,228,PAYMENT,30938.73,525710.0,494771.27,0.0,0.0,0
2852607,227,CASH_OUT,56572.05,10296.0,0.0,0.0,56572.05,0
2683028,210,CASH_IN,92654.31,3054.0,95708.31,2792.1,0.0,0
2564461,206,PAYMENT,1168.67,22905.12,21736.45,0.0,0.0,0
611769,34,PAYMENT,11468.26,0.0,0.0,0.0,0.0,0
2080553,182,CASH_IN,342188.58,1049.0,343237.58,438764.01,96575.43,0
3693456,277,PAYMENT,24880.74,0.0,0.0,0.0,0.0,0
2350922,189,CASH_OUT,16921.88,0.0,0.0,177693.54,194615.42,0
4156147,303,CASH_OUT,74256.27,51510.0,0.0,0.0,74256.27,0
5194249,369,CASH_IN,123472.31,448906.32,572378.63,652222.97,528750.66,0
2909675,229,CASH_OUT,260803.14,0.0,0.0,1917461.48,2178264.62,0
1847342,163,CASH_IN,132855.8,112020.7,244876.51,3256885.59,3124029.79,0
3422313,256,PAYMENT,25928.91,238130.02,212201.11,0.0,0.0,0
3897098,284,PAYMENT,13295.03,20373.0,7077.97,0.0,0.0,0
601995,34,PAYMENT,6857.51,0.0,0.0,0.0,0.0,0
5045489,354,PAYMENT,4064.56,13698.51,9633.95,0.0,0.0,0
2386110,201,CASH_OUT,84981.6,0.0,0.0,1568048.36,1653029.95,0
5642996,396,PAYMENT,8844.19,0.0,0.0,0.0,0.0,0
6325126,688,CASH_OUT,132619.11,0.0,0.0,1389873.24,1522492.35,0
4603766,329,CASH_OUT,134936.5,9969.0,0.0,1009988.1,1144924.6,0
3973565,297,CASH_OUT,169826.4,62969.0,0.0,1601809.0,1771635.4,0
1185285,132,TRANSFER,266173.5,0.0,0.0,839592.09,1105765.59,0
1849,1,CASH_OUT,106705.8,0.0,0.0,210697.58,15375.37,0
1885647,164,CASH_IN,178236.54,7038210.59,7216447.13,1414764.1,1236527.56,0
6059507,500,CASH_OUT,48047.62,64818.0,16770.38,182824.76,230872.38,0
3822865,282,CASH_OUT,68467.47,10469.0,0.0,203089.03,271556.5,0
4374190,311,PAYMENT,5698.86,6734.0,1035.14,0.0,0.0,0
5235364,371,CASH_IN,314364.7,8395864.09,8710228.79,997136.51,682771.81,0
4758213,333,CASH_IN,149178.21,50477.0,199655.21,0.0,0.0,0
5824324,402,CASH_IN,170720.88,2697200.05,2867920.93,897777.54,727056.66,0
5810712,401,CASH_OUT,122633.05,30665.0,0.0,1995896.69,2118529.74,0
1158630,131,TRANSFER,68438.06,0.0,0.0,271878.07,340316.13,0
1639110,157,CASH_OUT,690145.06,103671.0,0.0,4147384.97,4989394.13,0
29066,8,CASH_IN,175582.82,6649426.25,6825009.07,216895.45,41312.63,0
5892627,403,TRANSFER,152251.43,0.0,0.0,277604.38,429855.81,0
1642809,157,PAYMENT,18932.93,127815.0,108882.07,0.0,0.0,0
3773376,280,CASH_OUT,104531.8,20342.0,0.0,0.0,104531.8,0
4539639,326,CASH_OUT,97852.3,0.0,0.0,1254752.85,1352605.15,0
4720338,332,PAYMENT,8497.03,0.0,0.0,0.0,0.0,0
1775424,162,PAYMENT,21362.02,73221.37,51859.35,0.0,0.0,0
3307699,252,CASH_OUT,147347.37,10533.0,0.0,7444861.29,7592208.66,0
5646981,396,PAYMENT,11062.62,0.0,0.0,0.0,0.0,0
2824648,226,CASH_OUT,523533.09,11631.0,0.0,0.0,523533.09,0
5765103,400,CASH_OUT,88676.05,203147.0,114470.95,368105.91,456781.96,0
4743383,332,CASH_OUT,6206.31,7086.0,879.69,943581.9,949788.21,0
184385,13,PAYMENT,18072.65,113168.12,95095.47,0.0,0.0,0
5463581,379,CASH_OUT,77261.12,20381.0,0.0,27012.45,104273.58,0
2262300,187,PAYMENT,18967.53,82258.0,63290.47,0.0,0.0,0
1068683,121,PAYMENT,2626.47,5817.0,3190.53,0.0,0.0,0
1366900,138,PAYMENT,5272.2,91016.29,85744.08,0.0,0.0,0
688130,36,CASH_IN,89361.25,23118.0,112479.25,1724.81,0.0,0
1762373,161,CASH_OUT,75586.73,28271.0,0.0,529986.93,420464.22,0
2669828,210,CASH_IN,369633.91,2736266.99,3105900.9,8911554.23,8541920.31,0
4481818,324,PAYMENT,35809.56,6152.79,0.0,0.0,0.0,0
3060504,234,CASH_OUT,268016.37,0.0,0.0,5201018.11,5469034.48,0
2900808,228,CASH_OUT,133031.69,20677.0,0.0,0.0,133031.69,0
2593697,207,PAYMENT,4423.45,1572.83,0.0,0.0,0.0,0
4488302,324,CASH_IN,57859.15,40889.0,98748.15,0.0,0.0,0
407993,18,PAYMENT,11336.62,235749.66,224413.05,0.0,0.0,0
4743462,332,PAYMENT,6094.41,27075.0,20980.59,0.0,0.0,0
1761011,161,PAYMENT,13628.45,62472.51,48844.06,0.0,0.0,0
1957575,178,CASH_OUT,238177.94,52.0,0.0,204815.17,442993.11,0
2019940,180,CASH_OUT,22383.47,0.0,0.0,128491.39,150874.87,0
5848691,402,CASH_OUT,11767.45,0.0,0.0,54844.7,66612.16,0
2282542,187,TRANSFER,705565.22,0.0,0.0,1638677.81,2344243.03,0
161912,12,TRANSFER,134268.7,21503.0,0.0,182555.31,797041.94,0
4675707,331,CASH_OUT,156066.8,9908.0,0.0,268687.35,424754.15,0
5287492,373,CASH_OUT,68197.65,0.0,0.0,1392463.47,1460661.13,0
236841,14,CASH_IN,369496.73,445472.47,814969.2,3230.0,0.0,0
593555,33,CASH_OUT,245370.13,0.0,0.0,351373.96,720632.03,0
3465038,257,PAYMENT,5172.61,0.0,0.0,0.0,0.0,0
3506578,259,PAYMENT,4021.75,0.0,0.0,0.0,0.0,0
5821171,402,CASH_OUT,17674.56,0.0,0.0,1066652.42,1084326.98,0
262482,15,PAYMENT,15885.36,37.0,0.0,0.0,0.0,0
2151185,184,CASH_OUT,59345.47,149288.77,89943.3,243530.96,302876.43,0
3179589,239,PAYMENT,6240.47,653684.1,647443.62,0.0,0.0,0
883535,42,CASH_IN,367251.59,28664745.76,29031997.35,11725191.71,11357940.12,0
5364488,375,PAYMENT,15360.3,0.0,0.0,0.0,0.0,0
1713969,160,PAYMENT,3239.46,0.0,0.0,0.0,0.0,0
3701319,277,PAYMENT,4942.12,12292.0,7349.88,0.0,0.0,0
865780,42,CASH_OUT,404870.15,0.0,0.0,908153.74,1313023.89,0
420630,18,PAYMENT,24440.63,63776.82,39336.19,0.0,0.0,0
2409631,202,PAYMENT,5026.15,139226.0,134199.85,0.0,0.0,0
253763,14,PAYMENT,25000.57,0.0,0.0,0.0,0.0,0
631132,35,CASH_IN,127115.35,3809271.48,3936386.83,913372.65,786257.3,0
2772694,213,CASH_IN,60012.48,8218063.26,8278075.75,9408048.21,9348035.73,0
496461,20,CASH_IN,160810.76,6120535.44,6281346.2,393037.33,232226.58,0
5191682,369,CASH_OUT,420854.51,0.0,0.0,428413.63,849268.14,0
4587953,328,PAYMENT,5194.02,10166.48,4972.46,0.0,0.0,0
627619,34,CASH_OUT,330537.99,99675.0,0.0,329898.35,660436.34,0
2804034,225,PAYMENT,2781.34,481.0,0.0,0.0,0.0,0
971934,44,PAYMENT,10552.31,317589.74,307037.43,0.0,0.0,0
3454669,257,CASH_IN,89010.26,8908433.21,8997443.47,934299.61,845289.36,0
885394,42,TRANSFER,652581.32,100455.0,0.0,2920657.64,3573238.96,0
3943882,286,CASH_IN,164899.99,12361837.79,12526737.78,412331.85,247431.86,0
1106603,130,CASH_OUT,683092.93,0.0,0.0,1509190.35,2192283.28,0
3883620,283,CASH_OUT,171591.14,7551.0,0.0,133127.63,304718.77,0
4662860,330,CASH_IN,402498.21,8909617.95,9312116.16,1912225.93,1509727.71,0
3131052,236,PAYMENT,5406.08,0.0,0.0,0.0,0.0,0
264304,15,CASH_IN,46628.76,2743761.53,2790390.29,103955.62,0.0,0
2517203,205,PAYMENT,6535.71,51395.0,44859.29,0.0,0.0,0
711828,37,CASH_IN,30918.78,1639647.78,1670566.56,1780850.82,1749932.03,0
1688549,159,CASH_OUT,292548.34,0.0,0.0,537030.78,829579.13,0
2883749,228,TRANSFER,213414.94,0.0,0.0,688154.28,901569.22,0
2088218,182,CASH_IN,53104.83,2632736.75,2685841.58,419193.44,366088.61,0
349299,17,PAYMENT,17417.88,0.0,0.0,0.0,0.0,0
2758279,212,CASH_OUT,28696.14,0.0,0.0,340640.25,369336.39,0
5010304,353,PAYMENT,8974.32,0.0,0.0,0.0,0.0,0
2589350,207,PAYMENT,22854.11,211515.38,188661.27,0.0,0.0,0
4856046,347,CASH_OUT,224950.6,11428.0,0.0,4830.51,229781.11,0
3984377,298,CASH_IN,212022.71,7785155.31,7997178.02,1289358.58,1077335.87,0
4202196,305,CASH_OUT,73943.83,132700.0,58756.17,723188.45,797132.28,0
1053039,96,PAYMENT,5749.7,122080.0,116330.3,0.0,0.0,0
4737400,332,PAYMENT,7872.42,79207.0,71334.58,0.0,0.0,0
2152485,184,PAYMENT,22410.8,11188.0,0.0,0.0,0.0,0
3524261,259,DEBIT,3148.22,267.0,0.0,45228.89,48377.11,0
4151399,303,CASH_IN,340406.77,369540.62,709947.39,12037000.68,11696593.91,0
937740,43,CASH_IN,193739.15,11271360.06,11465099.2,2477983.56,2284244.41,0
1641472,157,CASH_IN,38783.69,7950681.97,7989465.66,939592.32,900808.62,0
4468305,324,CASH_IN,79912.93,12482512.21,12562425.14,189054.35,109141.43,0
3511538,259,CASH_IN,149197.87,4987481.82,5136679.69,384283.56,235085.7,0
6095435,522,TRANSFER,2849580.49,30329.0,0.0,58086.44,2907666.93,0
3449497,257,CASH_IN,48728.43,8987690.54,9036418.97,801698.76,752970.33,0
4892396,349,PAYMENT,21698.35,523445.07,501746.72,0.0,0.0,0
4408923,322,CASH_IN,30013.4,3091726.97,3121740.37,286549.82,256536.42,0
3170814,238,PAYMENT,16730.08,954.0,0.0,0.0,0.0,0
3186417,239,PAYMENT,22142.77,0.0,0.0,0.0,0.0,0
3589507,262,CASH_IN,124035.4,28377049.99,28501085.39,1161055.63,1037020.23,0
5361191,375,CASH_OUT,170044.06,222796.82,52752.76,713759.69,883803.75,0
3817712,281,PAYMENT,270.98,0.0,0.0,0.0,0.0,0
4485613,324,PAYMENT,4177.78,8342.0,4164.22,0.0,0.0,0
