,Unnamed: 0,unite_de_temps,type_de_transaction,montant,Solde_avant_transaction,Solde_après_transaction,Solde_initial_destinataire,nouveau_solde_destinataire,transaction_frauduleuse
3939,1171202,132,CASH_OUT,464867,0,0,6031753,6100941,0
3940,1088064,129,PAYMENT,38458,0,0,0,0,0
3941,2742218,212,CASH_OUT,121568,463671,342102,1163651,1285220,0
3942,2538446,205,PAYMENT,16654,360332,343677,0,0,0
3943,3584100,261,CASH_OUT,91414,0,0,99673,191087,0
3944,160194,12,CASH_IN,80109,504,80613,0,0,0
3945,2277812,187,PAYMENT,4385,300649,296264,0,0,0
3946,3234145,250,CASH_OUT,147655,969,0,128908,184330,0
3947,4906532,349,CASH_OUT,62379,0,0,424248,486628,0
3948,1632402,157,PAYMENT,899,0,0,0,0,0
3949,1938273,177,CASH_OUT,231229,10897,0,0,231229,0
3950,721387,37,CASH_OUT,97846,23437,0,13196,0,0
3951,425176,18,PAYMENT,3748,99924,96175,0,0,0
3952,4618693,329,CASH_IN,34505,4851403,4885909,97458,62952,0
3953,6177525,565,CASH_OUT,255914,30452,0,794916,1050830,0
3954,27906,8,CASH_OUT,48171,0,0,104309,166122,0
3955,5119037,356,CASH_OUT,67362,131555,64192,5996132,6063494,0
3956,5124431,356,CASH_OUT,117339,47422,0,5015845,5133185,0
3957,1596413,156,CASH_IN,32626,421873,454500,337266,304639,0
3958,3909117,284,CASH_OUT,53390,8523,0,992986,1046377,0
3959,3829596,282,CASH_OUT,92574,48588,0,29132,121706,0
3960,772411,39,CASH_OUT,117425,8858,0,217499,334925,0
3961,5116214,356,TRANSFER,140247,31681,0,110225,250472,0
3962,2925820,229,PAYMENT,1263,0,0,0,0,0
3963,4252129,306,PAYMENT,26953,288635,261681,0,0,0
3964,5426759,378,PAYMENT,682,0,0,0,0,0
3965,3451483,257,CASH_IN,320431,3043490,3363922,5712038,5391607,0
3966,2617951,208,CASH_IN,175503,11840,187343,0,0,0
3967,4088808,301,PAYMENT,9078,243865,234786,0,0,0
3968,2875788,227,CASH_OUT,190766,12488,0,0,108369,0
3969,250168,14,CASH_OUT,381429,0,0,427645,621281,0
3970,683822,36,CASH_OUT,236675,365726,129050,663067,1123905,0
3971,5891247,403,CASH_OUT,151879,51271,0,191259,343138,0
3972,3130372,236,CASH_OUT,99141,36092,0,3974738,4073880,0
3973,3692654,277,CASH_IN,109984,1529,111513,24124,0,0
3974,1546428,154,PAYMENT,614,374057,373443,0,0,0
3975,3951394,287,PAYMENT,41944,73718,31773,0,0,0
3976,1679854,159,CASH_IN,370394,69403,439797,1000529,630135,0
3977,5715642,398,PAYMENT,662,247113,246450,0,0,0
3978,5869635,403,PAYMENT,4431,4011,0,0,0,0
3979,3136258,236,PAYMENT,1838,15142,13303,0,0,0
3980,1600268,156,CASH_IN,146624,55,146679,225548,78923,0
3981,1687691,159,TRANSFER,1592292,21485,0,637057,1912538,0
3982,1540348,154,CASH_OUT,216477,0,0,931570,1148048,0
3983,2131140,183,CASH_OUT,101394,107672,6277,0,101394,0
3984,6193198,571,PAYMENT,11674,22326,10651,0,0,0
3985,2786304,215,PAYMENT,2504,1166,0,0,0,0
3986,6160386,548,PAYMENT,9060,0,0,0,0,0
3987,3296155,252,CASH_OUT,3208,0,0,59364,62572,0
3988,3238381,250,PAYMENT,21720,41669,19948,0,0,0
3989,2976130,231,PAYMENT,2409,0,0,0,0,0
3990,5719377,398,CASH_OUT,178698,38548,0,2461505,2640204,0
3991,6195767,573,CASH_IN,139072,27283,166355,0,0,0
3992,5458476,379,CASH_OUT,281875,100015,0,3804770,4086645,0
3993,6000630,426,CASH_OUT,36936,290,0,0,36936,0
3994,3758548,279,CASH_OUT,42157,33,0,435752,477909,0
3995,2860245,227,PAYMENT,4790,11515,6724,0,0,0
3996,5421621,378,PAYMENT,5837,122550,116712,0,0,0
3997,5213738,370,CASH_OUT,218896,10457,0,1687788,1906685,0
3998,2667492,210,PAYMENT,12158,71289,59130,0,0,0
3999,4769086,334,PAYMENT,47434,0,0,0,0,0
4000,3771430,280,TRANSFER,108399,0,0,5864583,5972983,0
4001,5311619,373,CASH_IN,376957,42084,419041,2945902,2568945,0
4002,4491617,324,CASH_IN,241651,6960728,7202379,353350,111699,0
4003,4444459,323,PAYMENT,37901,15838,0,0,0,0
4004,4236608,306,PAYMENT,1794,386792,384997,0,0,0
4005,2889979,228,CASH_OUT,88933,179379,90445,88140,177074,0
4006,4649992,330,CASH_OUT,125100,183098,57997,0,125100,0
4007,82864,10,PAYMENT,16377,0,0,0,0,0
4008,6189048,570,CASH_IN,76319,0,76319,1931771,1855452,0
4009,4731702,332,CASH_OUT,178514,115507,0,99395,277909,0
4010,3228352,250,CASH_OUT,279146,2157,0,0,279146,0
4011,4490742,324,PAYMENT,18558,0,0,0,0,0
4012,5278992,372,PAYMENT,9004,8689,0,0,0,0
4013,4740630,332,CASH_OUT,55941,50143,0,0,55941,0
4014,6233731,594,PAYMENT,9758,0,0,0,0,0
4015,3239776,250,PAYMENT,30032,45049,15016,0,0,0
4016,3620449,274,PAYMENT,2823,52755,49931,0,0,0
4017,641209,35,TRANSFER,386935,0,0,2706410,3093345,0
4018,5148126,357,CASH_IN,78923,20691,99614,0,0,0
4019,3221749,250,CASH_OUT,108740,100540,0,193603,302343,0
4020,2326364,188,CASH_OUT,55307,451568,396261,5723316,5778623,0
4021,4086706,301,PAYMENT,10876,104584,93707,0,0,0
4022,4060734,300,PAYMENT,8867,0,0,0,0,0
4023,1312695,136,TRANSFER,686240,20671,0,449634,1135875,0
4024,1043541,94,PAYMENT,43254,22694,0,0,0,0
4025,6117093,528,PAYMENT,1457,19305,17847,0,0,0
4026,551531,21,PAYMENT,92,83350,83257,0,0,0
4027,744293,38,CASH_OUT,193088,9562,0,207394,400482,0
4028,4877083,348,CASH_IN,89547,12365261,12454808,1091706,1002158,0
4029,5636154,396,CASH_IN,233664,6640486,6874151,6219360,5985695,0
4030,3726075,278,PAYMENT,18548,0,0,0,0,0
4031,4723206,332,PAYMENT,11005,220690,209684,0,0,0
4032,1402565,139,CASH_OUT,187516,0,0,257150,444667,0
4033,5239493,371,PAYMENT,15713,78423,62710,0,0,0
4034,4785307,338,CASH_IN,66976,7682917,7749893,3494078,3427102,0
4035,5853735,402,PAYMENT,43587,67661,24074,0,0,0
4036,1341787,137,CASH_IN,45495,108228,153723,1212806,1167310,0
4037,2321519,188,CASH_OUT,60785,32850,0,2628523,2689309,0
4038,2833696,226,PAYMENT,13695,0,0,0,0,0
4039,1830759,163,CASH_OUT,264361,0,0,376603,640964,0
4040,4394950,321,PAYMENT,4212,13945,9732,0,0,0
4041,5577452,393,PAYMENT,46484,289217,242732,0,0,0
4042,1560643,155,CASH_OUT,138982,0,0,7312143,7451126,0
4043,5626103,395,CASH_IN,318131,7,318138,2931813,2613681,0
4044,5701613,398,CASH_OUT,174747,10135,0,1198869,1373617,0
4045,3750286,279,CASH_OUT,148615,0,0,161556,310172,0
4046,2481024,204,CASH_OUT,16539,118541,102001,1772634,1789173,0
4047,2243562,186,PAYMENT,7049,0,0,0,0,0
4048,5568625,393,CASH_IN,204332,21106,225438,6223780,6019447,0
4049,1106369,130,CASH_IN,101408,10567,111975,0,0,0
4050,4052538,300,CASH_IN,349263,95572,444835,0,0,0
4051,2484206,204,CASH_OUT,207534,11522,0,2789894,2997428,0
4052,5901311,403,TRANSFER,468060,98050,0,0,468060,0
4053,5208396,370,PAYMENT,7701,32281,24579,0,0,0
4054,5648146,396,PAYMENT,8461,19842,11380,0,0,0
4055,1512706,153,CASH_IN,99439,20673,120112,0,0,0
4056,2498903,204,CASH_IN,491340,1788987,2280328,941372,450031,0
4057,4274983,307,PAYMENT,7024,59046,52021,0,0,0
4058,1109461,130,TRANSFER,1066206,74990,0,1866046,2932253,0
4059,3633100,274,TRANSFER,772001,5518,0,865045,1637046,0
4060,6185247,567,PAYMENT,23907,8478,0,0,0,0
4061,2350457,189,PAYMENT,10692,7137,0,0,0,0
4062,1726675,160,CASH_OUT,170198,0,0,3356120,3526319,0
4063,4774700,335,CASH_IN,49837,5538050,5587887,1474029,1424191,0
4064,4003235,298,PAYMENT,3417,0,0,0,0,0
4065,2006342,179,PAYMENT,9483,135548,126064,0,0,0
4066,5530402,381,CASH_IN,267794,2725238,2993032,382007,114213,0
4067,3717748,278,CASH_IN,196142,7403132,7599275,538539,342396,0
4068,4569775,327,CASH_OUT,260336,0,0,1793082,2053418,0
4069,2404295,202,CASH_IN,256762,103767,360529,3014867,2758105,0
4070,749081,38,PAYMENT,203,215521,215317,0,0,0
4071,4309366,307,PAYMENT,5624,130666,125041,0,0,0
4072,1454345,140,CASH_OUT,174087,145223,0,509510,683597,0
4073,5941649,404,PAYMENT,5912,20527,14614,0,0,0
4074,3729991,278,CASH_OUT,126152,0,0,1029995,1156148,0
4075,1490890,142,CASH_OUT,130485,0,0,667443,797928,0
4076,2230306,186,CASH_IN,92358,22903182,22995540,169819,77461,0
4077,2720542,211,CASH_OUT,135949,0,0,2649175,2785124,0
4078,4079325,301,PAYMENT,9474,0,0,0,0,0
4079,5486263,380,PAYMENT,37926,0,0,0,0,0
4080,6163457,550,CASH_OUT,44181,1050,0,435180,332237,0
4081,416747,18,CASH_OUT,272674,399351,126676,6951557,7795255,0
4082,742006,38,PAYMENT,4366,0,0,0,0,0
4083,5980280,408,CASH_IN,332754,15812202,16144956,8202407,7869653,0
4084,5187287,361,CASH_OUT,98919,0,0,725917,824836,0
4085,819073,40,CASH_OUT,266316,0,0,328942,905303,0
4086,4802276,346,PAYMENT,4363,1014,0,0,0,0
4087,2214290,186,PAYMENT,5009,0,0,0,0,0
4088,5724728,398,CASH_OUT,110254,0,0,976020,1086274,0
4089,1036589,94,CASH_OUT,173702,52421,0,166723,340426,0
4090,214342,13,CASH_OUT,170224,0,0,1237855,1408080,0
4091,1566056,155,PAYMENT,38657,1542,0,0,0,0
4092,2992496,232,PAYMENT,22311,2593,0,0,0,0
4093,4188542,305,CASH_IN,163401,113795,277196,0,0,0
4094,801716,40,PAYMENT,26072,12262,0,0,0,0
4095,3898049,284,PAYMENT,12071,2064,0,0,0,0
4096,2420778,202,CASH_IN,47285,10473450,10520736,346808,299523,0
4097,5237898,371,CASH_OUT,172075,0,0,945600,1117675,0
4098,4737675,332,CASH_IN,3045,61844,64889,5696016,5692970,0
4099,4728392,332,CASH_IN,3956,20288,24244,0,0,0
4100,679685,36,CASH_IN,65942,1448692,1514635,1268568,1800864,0
4101,659011,35,CASH_OUT,72307,0,0,746456,1131597,0
4102,508885,20,PAYMENT,2600,206302,203701,0,0,0
4103,1348094,137,CASH_IN,165511,4136121,4301632,2783179,2617668,0
4104,3821278,282,PAYMENT,5301,705,0,0,0,0
4105,3801547,281,CASH_IN,265313,21583025,21848339,331447,66133,0
4106,6019334,455,PAYMENT,20321,6817,0,0,0,0
4107,4778071,335,TRANSFER,93902,0,0,11452516,11546418,0
4108,6122229,540,CASH_IN,20581,100147,120728,0,0,0
4109,443930,19,CASH_OUT,147736,0,0,5777667,5925404,0
4110,1100495,130,CASH_OUT,147445,0,0,1222357,1466765,0
4111,2703047,211,CASH_OUT,353489,0,0,633619,987108,0
4112,919303,43,CASH_OUT,33142,30264,0,323004,358182,0
4113,6111449,526,CASH_IN,215772,3019522,3235294,2183001,1967228,0
4114,3536372,259,PAYMENT,2023,0,0,0,0,0
4115,2192056,185,CASH_IN,37876,130765,168641,195345,157468,0
4116,4733414,332,CASH_IN,33775,3215327,3249103,1699483,1665707,0
4117,97733,10,PAYMENT,32076,441403,409327,0,0,0
4118,3325774,253,CASH_IN,410481,17177062,17587544,476808,66326,0
4119,3498314,259,CASH_IN,79124,51379,130503,247949,168824,0
4120,3710689,277,CASH_IN,75304,530518,605823,125348,50043,0
4121,4292835,307,DEBIT,2643,14915,12271,2810419,2813062,0
4122,3365639,254,CASH_IN,19333,17781494,17800828,34261,14927,0
4123,4973897,352,CASH_OUT,28665,0,0,790740,819405,0
4124,5571114,393,CASH_OUT,58372,121348,62975,232373,290746,0
4125,903274,43,PAYMENT,16510,37210,20699,0,0,0
4126,558877,22,CASH_OUT,326348,169945,0,1537077,1863426,0
4127,2294576,187,CASH_OUT,64050,62077,0,273721,337771,0
4128,3903579,284,TRANSFER,3088423,0,0,9930424,13018847,0
4129,1427929,139,CASH_IN,340852,152878,493730,0,0,0
4130,1379797,138,PAYMENT,13571,116,0,0,0,0
4131,1692063,159,CASH_IN,162108,62505,224613,0,0,0
4132,117968,11,TRANSFER,1666366,0,0,1821944,3173788,0
4133,2185475,185,CASH_OUT,273033,16666,0,0,273033,0
4134,6352313,705,PAYMENT,19565,149210,129645,0,0,0
4135,2650516,209,CASH_OUT,170937,0,0,267050,437988,0
4136,2218041,186,TRANSFER,180258,32166,0,0,180258,0
4137,5696248,397,CASH_IN,344150,2097473,2441624,900552,556401,0
4138,1352861,137,CASH_OUT,68161,49968,0,0,68161,0
4139,2933179,229,PAYMENT,21034,181,0,0,0,0
4140,4088905,301,CASH_OUT,112587,278,0,7603,221922,0
4141,2940036,230,PAYMENT,11773,24370,12596,0,0,0
4142,5375816,376,CASH_OUT,308806,0,0,2077215,2386022,0
4143,1779302,162,CASH_OUT,263786,54485,0,645801,909587,0
4144,5239638,371,CASH_OUT,419309,10557,0,146889,566198,0
4145,920952,43,CASH_OUT,145530,904,0,129837,275367,0
4146,2147156,184,CASH_OUT,215602,2501,0,0,215602,0
4147,2428278,202,CASH_IN,299901,1060,300961,0,0,0
4148,4478358,324,CASH_OUT,272250,858,0,32998,305249,0
4149,429125,18,DEBIT,1948,474824,472876,80700,82649,0
4150,1383055,138,PAYMENT,27881,10786,0,0,0,0
4151,6099271,522,PAYMENT,803,122525,121721,0,0,0
4152,8738,7,CASH_OUT,67152,0,0,349564,136576,0
4153,1246365,134,CASH_IN,345047,31068,376115,154969,0,0
4154,3516424,259,CASH_OUT,111525,470,0,730402,841927,0
4155,2914688,229,PAYMENT,6990,0,0,0,0,0
4156,5199447,369,TRANSFER,1681953,33010,0,4739228,6421181,0
4157,4411236,322,DEBIT,3134,610919,607784,20335258,20338392,0
4158,4790036,345,CASH_OUT,366743,0,0,1795202,2161945,0
4159,1326732,137,CASH_IN,137268,909962,1047231,316355,179086,0
4160,2417205,202,CASH_IN,136339,31210,167549,6600,0,0
4161,3147733,236,CASH_OUT,23043,0,0,1712692,1735736,0
4162,1955392,178,CASH_IN,82658,4303951,4386609,341361,258703,0
4163,187362,13,PAYMENT,3358,0,0,0,0,0
4164,4688666,331,CASH_OUT,119071,271491,152419,390405,509476,0
4165,2097836,182,PAYMENT,7405,0,0,0,0,0
4166,333541,16,CASH_OUT,226579,72609,0,301383,635096,0
4167,5039794,354,CASH_OUT,216228,0,0,709631,925859,0
4168,540355,21,CASH_OUT,42948,350,0,548059,653109,0
4169,4734241,332,CASH_IN,20734,18972758,18993492,98152,77418,0
4170,1751405,161,CASH_OUT,268282,52750,0,0,268282,0
4171,1311947,136,TRANSFER,1319888,4211,0,72122,1709221,0
4172,5617692,395,CASH_IN,78987,17775250,17854237,103446,24459,0
4173,1829348,163,CASH_OUT,130274,0,0,2400721,2530995,0
4174,1751023,161,CASH_OUT,97299,0,0,1193869,1291168,0
4175,392082,18,PAYMENT,17942,242292,224349,0,0,0
4176,3609862,265,CASH_IN,94571,529691,624262,3255938,3161367,0
4177,3374372,254,PAYMENT,9060,0,0,0,0,0
4178,3659812,275,CASH_OUT,255909,0,0,344858,600767,0
4179,5712550,398,PAYMENT,44581,651750,607169,0,0,0
4180,2604719,208,CASH_IN,112620,51793,164413,74567,0,0
4181,4127237,302,CASH_OUT,82173,31039,0,0,82173,0
4182,654800,35,CASH_OUT,186817,0,0,2471742,2658559,0
4183,4428358,322,CASH_IN,118778,117444,236222,648122,529344,0
4184,5333272,374,PAYMENT,4007,118022,114015,0,0,0
4185,3527465,259,PAYMENT,2119,0,0,0,0,0
4186,3479985,258,CASH_IN,419194,1960496,2379690,789725,370531,0
4187,3225874,250,CASH_IN,409023,6155761,6564784,485981,90117,0
4188,5746915,399,CASH_OUT,480869,36175,0,0,480869,0
4189,2205986,186,PAYMENT,5002,13103,8101,0,0,0
4190,1371252,138,CASH_IN,100881,16132187,16233069,536990,436108,0
4191,199226,13,PAYMENT,904,206838,205933,0,0,0
4192,2391402,201,CASH_OUT,290788,97445,0,1065846,1356635,0
4193,6346426,694,CASH_IN,112773,931486,1044259,497247,384474,0
4194,1922812,167,PAYMENT,2637,0,0,0,0,0
4195,2442401,203,CASH_OUT,36312,0,0,6167779,6204092,0
4196,5554187,383,PAYMENT,26729,0,0,0,0,0
4197,1843799,163,PAYMENT,20403,71199,50795,0,0,0
4198,2231970,186,PAYMENT,3817,0,0,0,0,0
4199,3746145,279,PAYMENT,24633,0,0,0,0,0
4200,4817139,346,TRANSFER,72724,0,0,1218594,1291319,0
4201,2732434,212,CASH_IN,275304,180101,455405,416423,141119,0
4202,856136,41,CASH_IN,368313,10015213,10383527,788872,420558,0
4203,4012730,299,CASH_IN,77180,10669246,10746426,346674,269494,0
4204,1361620,138,CASH_IN,148133,8622822,8770955,501282,353148,0
4205,3142527,236,CASH_OUT,38304,34246,0,2954777,2993081,0
4206,1659869,158,CASH_OUT,69064,0,0,159407,228472,0
4207,2400687,202,TRANSFER,1142948,271369,0,1509558,2652507,0
4208,2134593,183,CASH_OUT,117450,49794,0,1596749,1714199,0
4209,384082,17,CASH_OUT,92256,0,0,699224,791480,0
4210,2220061,186,CASH_OUT,276544,0,0,689240,965785,0
4211,748622,38,TRANSFER,1235467,61066,0,147317,1382784,0
4212,2452528,203,CASH_IN,131625,82406,214031,4366,0,0
4213,3460549,257,CASH_OUT,147343,0,0,309024,456367,0
4214,3833435,282,PAYMENT,5712,212725,207013,0,0,0
4215,6219733,589,CASH_OUT,54866,0,0,396150,451017,0
4216,2254602,187,CASH_OUT,55776,0,0,755851,811628,0
4217,1285058,135,CASH_IN,91831,9299819,9391650,133299,41468,0
4218,3429732,256,CASH_OUT,61250,0,0,152739,213990,0
4219,532846,20,TRANSFER,76999,305333,228333,156796,233796,0
4220,6295448,670,PAYMENT,4838,15069,10230,0,0,0
4221,2366185,190,CASH_IN,137929,467113,605042,933896,795967,0
4222,4591246,328,CASH_IN,235470,10946696,11182166,5003534,4768064,0
4223,3811765,281,CASH_IN,142521,325,142846,434932,292410,0
4224,3840468,282,TRANSFER,93484,7548,0,171633,265117,0
4225,4624707,329,TRANSFER,850395,182800,0,19030,869426,0
4226,5427056,378,CASH_OUT,110810,8536,0,4063604,4174414,0
4227,5238375,371,PAYMENT,2342,232930,230587,0,0,0
4228,3242799,250,CASH_IN,51655,24597697,24649353,66728,15072,0
4229,2335504,188,PAYMENT,28988,0,0,0,0,0
4230,1576833,155,PAYMENT,15969,0,0,0,0,0
4231,882649,42,PAYMENT,3465,1434,0,0,0,0
4232,5066205,354,PAYMENT,21495,0,0,0,0,0
4233,6086225,522,CASH_IN,334839,5054771,5389610,976774,641934,0
4234,2646894,209,PAYMENT,4748,111292,106543,0,0,0
4235,2546021,206,CASH_IN,46943,6823916,6870859,177810,130867,0
4236,869913,42,CASH_IN,146111,12550232,12696343,1287165,1141054,0
4237,4196461,305,PAYMENT,55648,0,0,0,0,0
4238,2565268,206,CASH_IN,133863,19991,153854,26487,0,0
4239,8082,7,PAYMENT,4493,31359,26865,0,0,0
4240,5703451,398,PAYMENT,20258,1829,0,0,0,0
4241,1500551,143,DEBIT,2141,0,0,705561,707702,0
4242,5276676,372,CASH_IN,25340,15856470,15881811,296753,271412,0
4243,6156011,548,CASH_OUT,75217,101888,26670,0,75217,0
4244,387874,17,CASH_IN,191811,996497,1188309,2674720,2482908,0
4245,3431938,256,TRANSFER,309350,10080,0,0,309350,0
4246,973074,44,CASH_OUT,35510,0,0,1768813,1804324,0
4247,2503777,204,CASH_OUT,14368,49848,35479,2816289,2830658,0
4248,5172106,358,PAYMENT,1168,0,0,0,0,0
4249,5219620,370,CASH_IN,301776,8959662,9261438,4494709,4192933,0
4250,5153658,357,PAYMENT,5916,0,0,0,0,0
4251,4736502,332,PAYMENT,13763,0,0,0,0,0
4252,2026670,180,CASH_OUT,312515,0,0,2232892,2545407,0
4253,998750,45,CASH_OUT,231428,0,0,2032283,2263711,0
4254,897560,42,PAYMENT,3521,42483,38961,0,0,0
4255,691417,36,TRANSFER,364411,0,0,7077313,7441724,0
4256,869475,42,CASH_OUT,20058,13247,0,189875,209933,0
4257,4909709,349,TRANSFER,816698,2664,0,10385597,11202296,0
4258,1379936,138,PAYMENT,21403,0,0,0,0,0
4259,4933838,350,PAYMENT,29789,92109,62319,0,0,0
4260,4154578,303,PAYMENT,4540,308174,303633,0,0,0
4261,1189760,132,CASH_OUT,173822,0,0,1523871,1697694,0
4262,2580872,207,CASH_OUT,189163,0,0,3680290,3869453,0
4263,1306365,136,CASH_IN,48799,2059564,2108364,82717,0,0
4264,1358987,138,CASH_OUT,274115,5539,0,31810,305925,0
4265,874915,42,PAYMENT,1537,11282,9744,0,0,0
4266,3352863,254,CASH_OUT,201454,0,0,434244,635699,0
4267,2252219,187,CASH_OUT,90689,0,0,344156,434845,0
4268,5115078,356,CASH_IN,237779,139376,377155,0,0,0
4269,4745071,333,CASH_OUT,335485,79570,0,576153,911639,0
4270,5123432,356,CASH_OUT,66677,28957,0,149655,216332,0
4271,3526895,259,TRANSFER,70917,120872,49954,0,70917,0
4272,4022921,299,DEBIT,62840,189,0,932346,995186,0
4273,4233265,306,CASH_OUT,32938,0,0,253807,286746,0
4274,4779567,335,CASH_OUT,337737,0,0,8544708,8882445,0
4275,2389561,201,CASH_OUT,9331,0,0,28627,37959,0
4276,6204096,585,CASH_IN,56367,5891082,5947450,205841,149473,0
4277,171249,12,CASH_OUT,105439,282908,177469,424799,1396194,0
4278,2403552,202,TRANSFER,651348,0,0,707577,1358925,0
4279,4020433,299,CASH_OUT,496591,0,0,1284630,1781222,0
4280,6028948,471,TRANSFER,187781,0,0,278666,466447,0
4281,6323968,688,CASH_IN,262264,14483961,14746226,1176222,913958,0
4282,273248,15,PAYMENT,4840,1312845,1308004,0,0,0
4283,2968819,231,CASH_OUT,203040,0,0,404978,608019,0
4284,379459,17,CASH_IN,171660,3165234,3336894,4292314,4120654,0
4285,3119278,236,CASH_OUT,32498,36178,3679,372114,404613,0
4286,848348,41,CASH_OUT,320833,0,0,579224,769429,0
4287,1982753,179,PAYMENT,11796,128579,116783,0,0,0
4288,297198,15,PAYMENT,6134,0,0,0,0,0
4289,1456643,140,TRANSFER,320613,0,0,3471401,3792015,0
4290,870732,42,PAYMENT,26972,56859,29886,0,0,0
4291,3121128,236,CASH_OUT,103132,31908,0,0,103132,0
4292,331123,16,CASH_OUT,337044,0,0,376038,1173801,0
4293,4356916,309,PAYMENT,22995,412705,389709,0,0,0
4294,2853415,227,CASH_IN,246548,5287866,5534414,8661883,8415334,0
4295,5928683,404,CASH_OUT,27554,11279,0,0,27554,0
4296,5326095,374,CASH_IN,34352,1458454,1492807,212507,178154,0
4297,2555882,206,CASH_OUT,240452,0,0,1042360,1282812,0
4298,1520032,153,PAYMENT,1792,0,0,0,0,0
4299,1334795,137,PAYMENT,7798,38741,30942,0,0,0
4300,4006611,298,CASH_OUT,104736,68585,0,0,104736,0
4301,3374743,254,CASH_OUT,65665,509675,444009,78494,144160,0
4302,5469120,379,CASH_OUT,193296,6267,0,0,193296,0
4303,155631,12,PAYMENT,16295,784175,767879,0,0,0
4304,3407450,255,TRANSFER,810281,0,0,3855769,4666050,0
4305,6001255,426,CASH_IN,385040,1287220,1672261,2150723,1765682,0
4306,776755,39,CASH_OUT,178336,56071,0,556217,734553,0
4307,2293612,187,CASH_OUT,73723,287014,213291,521052,594775,0
4308,5989105,416,CASH_IN,80039,3426172,3506211,751448,671409,0
4309,3290954,252,TRANSFER,58470,0,0,897799,956270,0
4310,2245626,186,CASH_IN,185541,22739514,22925055,2500275,2314733,0
4311,4385462,312,CASH_IN,12853,4863788,4876641,37992,25138,0
4312,4669743,331,PAYMENT,13440,36685,23244,0,0,0
4313,2280971,187,CASH_IN,121151,16094646,16215797,765327,644176,0
4314,5035031,354,CASH_IN,53189,8624,61814,1145345,1092155,0
4315,1841668,163,CASH_IN,188084,50977,239061,1318168,1130084,0
4316,3910458,284,CASH_OUT,279318,0,0,371474,650792,0
4317,1425490,139,CASH_IN,175758,988,176746,527320,351562,0
4318,1169651,132,CASH_IN,103639,62029,165668,26433,0,0
4319,699201,36,CASH_OUT,463474,0,0,2075695,2539169,0
4320,3041738,234,CASH_OUT,238442,136,0,88485,326928,0
4321,4519028,325,PAYMENT,19244,0,0,0,0,0
4322,1271846,135,CASH_IN,313771,874,314646,2014008,1458450,0
4323,184513,13,CASH_OUT,11310,0,0,948169,1081019,0
4324,4188589,305,CASH_OUT,468939,3965,0,42678,511617,0
4325,3289585,252,PAYMENT,18918,0,0,0,0,0
4326,5445886,379,CASH_OUT,101284,10188,0,829944,931228,0
4327,2349390,189,CASH_OUT,83813,31117,0,0,83813,0
4328,4714552,332,CASH_OUT,315420,0,0,1899067,2214487,0
4329,2627436,209,CASH_IN,89785,17121840,17211625,405555,315769,0
4330,882493,42,CASH_IN,318203,2011,320214,1217,0,0
4331,3271694,251,TRANSFER,278382,5581,0,0,278382,0
4332,5085640,355,PAYMENT,66802,0,0,0,0,0
4333,3298852,252,TRANSFER,294139,105358,0,282572,576712,0
4334,3426421,256,CASH_OUT,19483,0,0,115418,134902,0
4335,5484172,379,CASH_OUT,259189,0,0,4493171,4752360,0
4336,4569766,327,PAYMENT,15583,20615,5032,0,0,0
4337,5077257,355,PAYMENT,11932,0,0,0,0,0
4338,2903063,228,CASH_IN,162271,4920436,5082707,357145,194873,0
4339,2364226,190,CASH_IN,15035,28692940,28707975,2727503,2712468,0
4340,1153739,131,PAYMENT,1062,0,0,0,0,0
4341,1038506,94,PAYMENT,685,4336,3650,0,0,0
4342,648352,35,CASH_IN,190243,64406,254649,433247,243004,0
4343,1650708,158,CASH_OUT,11494,40316,28821,40116,51610,0
4344,4424830,322,TRANSFER,3223487,87720,0,56316,3279804,0
4345,843397,41,PAYMENT,72126,0,0,0,0,0
4346,2927656,229,CASH_IN,32744,35539,68283,110678,77933,0
4347,924546,43,PAYMENT,1480,36959,35478,0,0,0
4348,2818240,225,CASH_IN,232918,10876089,11109008,307544,74625,0
4349,4369835,310,CASH_OUT,104874,0,0,604836,709711,0
4350,6217383,589,CASH_OUT,566810,41563,0,963676,1530487,0
4351,4098781,301,CASH_IN,108844,1499892,1608736,196741,87897,0
4352,4233206,306,PAYMENT,8772,916,0,0,0,0
4353,1122614,130,PAYMENT,2157,0,0,0,0,0
4354,6025821,469,PAYMENT,767,24650,23882,0,0,0
4355,4652196,330,CASH_IN,134958,3369666,3504625,861134,726176,0
4356,5192584,369,PAYMENT,29093,0,0,0,0,0
4357,1431676,139,CASH_OUT,16993,0,0,44035,61029,0
4358,598334,33,CASH_OUT,205912,69952,0,112112,585263,0
4359,5305445,373,CASH_OUT,81430,0,0,982348,1063779,0
4360,3945212,286,PAYMENT,9813,4695,0,0,0,0
4361,2301125,188,PAYMENT,2937,21137,18199,0,0,0
4362,4837315,347,PAYMENT,48129,0,0,0,0,0
4363,4550222,327,CASH_IN,121264,99016,220280,1169367,1048102,0
4364,226504,14,PAYMENT,17939,0,0,0,0,0
4365,5078354,355,PAYMENT,9424,156492,147067,0,0,0
4366,1672866,158,PAYMENT,11410,49661,38250,0,0,0
4367,5215227,370,CASH_OUT,234470,12334,0,2351580,2586051,0
4368,2168338,185,CASH_OUT,7568,14847,7278,844806,852374,0
4369,3510321,259,CASH_IN,431680,3983529,4415209,13654472,13222791,0
